"sku","category","total_quantity_sold","days_since_last_sale","inventory_action"
"JNE3629-KR-M","kurta","3","1226","SLOW - Clearance Sale"
"J0414-DR-M","Western Dress","8","1226","SLOW - Clearance Sale"
"SET014-KR-PP-A-M","Set","3","1226","SLOW - Clearance Sale"
"SET353-KR-NP-XXL","Set","2","1226","SLOW - Clearance Sale"
"J0088-TP-XL","Top","5","1226","SLOW - Clearance Sale"
"SET349-KR-NP-XL","Set","26","1226","SLOW - Clearance Sale"
"BTM026-NP-XL","Bottom","2","1226","SLOW - Clearance Sale"
"JNE3391-KR-XXXL","kurta","7","1226","SLOW - Clearance Sale"
"BTM026-NP-M","Bottom","2","1226","SLOW - Clearance Sale"
"J0204-TP-L","Top","4","1226","SLOW - Clearance Sale"
"SET014-KR-PP-A-XXL","Set","1","1226","SLOW - Clearance Sale"
"SET295-KR-NP-XL","Set","6","1226","SLOW - Clearance Sale"
"JNE3537-KR-M","kurta","3","1225","SLOW - Clearance Sale"
"BL001-50PINK","Blouse","1","1225","SLOW - Clearance Sale"
"J0254-SKD-XS","Set","1","1225","SLOW - Clearance Sale"
"BL017-63BLACK","Blouse","16","1225","SLOW - Clearance Sale"
"JNE3534-KR-XXXL","kurta","4","1225","SLOW - Clearance Sale"
"BL003-50BLACK","Blouse","2","1225","SLOW - Clearance Sale"
"J0122-TP-XL","Top","9","1225","SLOW - Clearance Sale"
"SET114-KR-PP-XS","Set","2","1225","SLOW - Clearance Sale"
"JNE3563-KR-XS","kurta","2","1225","SLOW - Clearance Sale"
"SAR040","Saree","2","1225","SLOW - Clearance Sale"
"JNE3581-KR-S","kurta","2","1225","SLOW - Clearance Sale"
"JNE3543-KR-M","kurta","9","1225","SLOW - Clearance Sale"
"SET347-KR-NP-M","Set","21","1225","SLOW - Clearance Sale"
"JNE3461-KR-XXL","kurta","10","1225","SLOW - Clearance Sale"
"JNE3313-KR-A-XXL","kurta","9","1225","SLOW - Clearance Sale"
"JNE1407-BLACK-KR-UDF18-XL","kurta","1","1225","SLOW - Clearance Sale"
"JNE3667-TP-M","Top","4","1225","SLOW - Clearance Sale"
"JNE3391-KR-XXL","kurta","2","1225","SLOW - Clearance Sale"
"BL021-71BLACK-B","Blouse","2","1225","SLOW - Clearance Sale"
"J0198-TP-S","Top","8","1225","SLOW - Clearance Sale"
"JNE3409-KR-S","kurta","2","1225","SLOW - Clearance Sale"
"JNE3752-KR-XXXL","kurta","2","1225","SLOW - Clearance Sale"
"JNE3394-KR-A-XL","kurta","2","1225","SLOW - Clearance Sale"
"SAR114","Saree","2","1225","SLOW - Clearance Sale"
"J0378-SKD-XXL","Set","5","1225","SLOW - Clearance Sale"
"SET347-KR-NP-XXXL","Set","4","1225","SLOW - Clearance Sale"
"J0098-TP-XS","Top","2","1225","SLOW - Clearance Sale"
"SET347-KR-NP-L","Set","11","1225","SLOW - Clearance Sale"
"JNE3863-TU-L","Top","12","1225","SLOW - Clearance Sale"
"J0154-DR-XL","Western Dress","1","1225","SLOW - Clearance Sale"
"JNE3288-KR-XXL","kurta","3","1225","SLOW - Clearance Sale"
"J0155-KR-XL","kurta","2","1225","SLOW - Clearance Sale"
"J0186-SET-S","Set","1","1225","SLOW - Clearance Sale"
"SET245-KR-NP-XXXL","Set","1","1224","SLOW - Clearance Sale"
"J0170-TP-A-L","Top","1","1224","SLOW - Clearance Sale"
"J0333-DR-XS","Western Dress","2","1224","SLOW - Clearance Sale"
"JNE3403-KR-XL","kurta","1","1224","SLOW - Clearance Sale"
"J0284-SKD-S","Set","9","1224","SLOW - Clearance Sale"
"NW007-ST-CP-XL","Set","1","1224","SLOW - Clearance Sale"
"JNE3364-KR-1051-A-XXL","kurta","1","1224","SLOW - Clearance Sale"
"JNE3894-TP-XL","Top","2","1224","SLOW - Clearance Sale"
"SET037-KR-NP-S","Set","4","1224","SLOW - Clearance Sale"
"NW028-TP-PJ-M","Set","3","1224","SLOW - Clearance Sale"
"JNE3255-KR-S","kurta","3","1224","SLOW - Clearance Sale"
"SET194-KR-NP-XS","Set","1","1224","SLOW - Clearance Sale"
"SET053-KR-NP-XL","Set","2","1224","SLOW - Clearance Sale"
"J0203-TP-XXL","Top","2","1224","SLOW - Clearance Sale"
"SET053-KR-NP-XXL","Set","2","1224","SLOW - Clearance Sale"
"SET201-KR-NP-A-S","Set","4","1224","SLOW - Clearance Sale"
"JNE3870-DR-XL","Western Dress","6","1224","SLOW - Clearance Sale"
"J0204-TP-XXXL","Top","4","1224","SLOW - Clearance Sale"
"SET217-KR-PP-XXXL","Set","6","1224","SLOW - Clearance Sale"
"J0120-TP-XS","Top","1","1224","SLOW - Clearance Sale"
"JNE3255-KR-XS","kurta","1","1224","SLOW - Clearance Sale"
"BTM036-PP-XL","Bottom","1","1224","SLOW - Clearance Sale"
"SET363-KR-NP-L","Set","7","1224","SLOW - Clearance Sale"
"JNE3679-TU-S","Top","2","1224","SLOW - Clearance Sale"
"SET073-KR-SHA-XL","Set","12","1224","SLOW - Clearance Sale"
"SET273-KR-NP-XXXL","Set","4","1224","SLOW - Clearance Sale"
"J0062-DR-S","Western Dress","2","1224","SLOW - Clearance Sale"
"MEN5022-KR-M","kurta","11","1224","SLOW - Clearance Sale"
"SET116-KR-NP-XL","Set","3","1224","SLOW - Clearance Sale"
"JNE3550-KR-XS","kurta","2","1224","SLOW - Clearance Sale"
"JNE3225-KR-XL","kurta","3","1224","SLOW - Clearance Sale"
"SAR102","Saree","1","1224","SLOW - Clearance Sale"
"J0369-SKD-M","Set","6","1224","SLOW - Clearance Sale"
"JNE3659-TP-N-S","Top","4","1224","SLOW - Clearance Sale"
"JNE3715-KR-M","kurta","2","1224","SLOW - Clearance Sale"
"SET311-KR-NP-S","Set","1","1224","SLOW - Clearance Sale"
"BL099-S","Blouse","2","1224","SLOW - Clearance Sale"
"SET223-KR-NP-XS","Set","1","1224","SLOW - Clearance Sale"
"J0176-TP-M","Top","7","1224","SLOW - Clearance Sale"
"SET313-KR-NP-S","Set","1","1224","SLOW - Clearance Sale"
"JNE2170-KR-436-L","kurta","3","1224","SLOW - Clearance Sale"
"J0159-DR-M","Western Dress","3","1224","SLOW - Clearance Sale"
"JNE3445-KR-XS","kurta","1","1224","SLOW - Clearance Sale"
"BL026-74BEIGE-B","Blouse","2","1224","SLOW - Clearance Sale"
"J0087-TP-XXL","Top","2","1224","SLOW - Clearance Sale"
"JNE3773-KR-L","kurta","1","1224","SLOW - Clearance Sale"
"BTM030-NP-XS","Bottom","3","1223","SLOW - Clearance Sale"
"JNE3607-KR-XS","kurta","6","1223","SLOW - Clearance Sale"
"SET252-KR-PP-S","Set","12","1223","SLOW - Clearance Sale"
"JNE3678-TU-XL","Top","3","1223","SLOW - Clearance Sale"
"JNE3464-KR-XXXL","kurta","1","1223","SLOW - Clearance Sale"
"MEN5019-KR-XXXL","kurta","8","1223","SLOW - Clearance Sale"
"J0132-KR-XXL","kurta","10","1223","SLOW - Clearance Sale"
"BL095-XL","Blouse","1","1223","SLOW - Clearance Sale"
"SET244-KR-NP-L","Set","2","1223","SLOW - Clearance Sale"
"JNE3313-KR-M","kurta","1","1223","SLOW - Clearance Sale"
"BL011-62PINK-B","Blouse","1","1223","SLOW - Clearance Sale"
"SET078-KR-NP-XS","Set","2","1223","SLOW - Clearance Sale"
"BTM044-PP-XXL","Bottom","1","1223","SLOW - Clearance Sale"
"J0294-TP-S","Top","3","1223","SLOW - Clearance Sale"
"SET094-KR-NP-XL","Set","3","1223","SLOW - Clearance Sale"
"BTM044-PP-XXXL","Bottom","2","1223","SLOW - Clearance Sale"
"BTM005-XXXL","Bottom","1","1223","SLOW - Clearance Sale"
"JNE3670-TU-XS","Top","2","1223","SLOW - Clearance Sale"
"J0192-TP-XXL","Top","2","1223","SLOW - Clearance Sale"
"SET315-KR-PP-L","Set","1","1223","SLOW - Clearance Sale"
"SET372-KR-PP-XXL","Set","1","1223","SLOW - Clearance Sale"
"JNE3735-KR-XXL","kurta","5","1223","SLOW - Clearance Sale"
"JNE3816-KR-XS","kurta","1","1223","SLOW - Clearance Sale"
"SET285-KR-SHA-XL","Set","4","1223","SLOW - Clearance Sale"
"J0170-TP-A-M","Top","1","1223","SLOW - Clearance Sale"
"J0087-TP-L","Top","3","1223","SLOW - Clearance Sale"
"SET116-KR-NP-S","Set","2","1223","SLOW - Clearance Sale"
"JNE3667-TP-XS","Top","1","1223","SLOW - Clearance Sale"
"J0120-TP-XL","Top","2","1223","SLOW - Clearance Sale"
"SET094-KR-NP-XS","Set","1","1223","SLOW - Clearance Sale"
"J0138-KR-M","kurta","2","1223","SLOW - Clearance Sale"
"JNE3364-KR-1051-XL","kurta","2","1223","SLOW - Clearance Sale"
"BTM039-PP-XXXL","Bottom","4","1223","SLOW - Clearance Sale"
"JNE3751-KR-M","kurta","4","1223","SLOW - Clearance Sale"
"JNE3667-TP-S","Top","1","1223","SLOW - Clearance Sale"
"BTM027-NP-XXL","Bottom","1","1223","SLOW - Clearance Sale"
"J0078-SET-XXL","Set","2","1223","SLOW - Clearance Sale"
"JNE3715-KR-S","kurta","4","1222","SLOW - Clearance Sale"
"JNE3736-KR-XS","kurta","1","1222","SLOW - Clearance Sale"
"JNE3573-KR-S","kurta","14","1222","SLOW - Clearance Sale"
"J0373-KR-XL","kurta","5","1222","SLOW - Clearance Sale"
"SET239-KR-NP-XXL","Set","7","1222","SLOW - Clearance Sale"
"JNE3756-KR-S","kurta","3","1222","SLOW - Clearance Sale"
"J0085-TP-XXL","Top","1","1222","SLOW - Clearance Sale"
"SET062-KR-SP-S","Set","3","1222","SLOW - Clearance Sale"
"SET226-KR-PP-XL","Set","2","1222","SLOW - Clearance Sale"
"J0369-SKD-XXL","Set","2","1222","SLOW - Clearance Sale"
"J0375-SKD-XXL","Set","1","1222","SLOW - Clearance Sale"
"JNE3539-KR-S","kurta","2","1222","SLOW - Clearance Sale"
"JNE3686-TU-XL","Top","6","1222","SLOW - Clearance Sale"
"SET156-KR-NP-XS","Set","2","1222","SLOW - Clearance Sale"
"JNE3736-KR-XL","kurta","3","1222","SLOW - Clearance Sale"
"SET248-KR-NP-M","Set","3","1222","SLOW - Clearance Sale"
"JNE3500-KR-M","kurta","5","1222","SLOW - Clearance Sale"
"JNE3787-KR-XXXL","kurta","2","1222","SLOW - Clearance Sale"
"JNE3563-KR-XL","kurta","4","1222","SLOW - Clearance Sale"
"J0145-SET-S","Set","1","1222","SLOW - Clearance Sale"
"J0090-TP-XL","Top","5","1222","SLOW - Clearance Sale"
"SET131-KR-NP-S","Set","2","1222","SLOW - Clearance Sale"
"SET360-KR-NP-M","Set","11","1222","SLOW - Clearance Sale"
"J0254-SKD-XL","Set","1","1222","SLOW - Clearance Sale"
"J0397-DR-L","Western Dress","3","1222","SLOW - Clearance Sale"
"SET311-KR-NP-L","Set","3","1222","SLOW - Clearance Sale"
"JNE3449-KR-M","kurta","2","1222","SLOW - Clearance Sale"
"JNE3686-TU-L","Top","3","1222","SLOW - Clearance Sale"
"JNE3624-KR-S","kurta","3","1222","SLOW - Clearance Sale"
"JNE3065-KR-XXL","kurta","3","1222","SLOW - Clearance Sale"
"J0114-TP-S","Top","2","1222","SLOW - Clearance Sale"
"SAR091","Saree","2","1222","SLOW - Clearance Sale"
"PJNE3405-KR-N-5XL","kurta","11","1222","SLOW - Clearance Sale"
"SAR097","Saree","1","1222","SLOW - Clearance Sale"
"JNE3255-KR-XXL","kurta","1","1222","SLOW - Clearance Sale"
"SAR130","Saree","1","1222","SLOW - Clearance Sale"
"SET366-KR-NP-XXL","Set","21","1222","SLOW - Clearance Sale"
"JNE3523-KR-S","kurta","3","1222","SLOW - Clearance Sale"
"JNE3816-KR-S","kurta","2","1222","SLOW - Clearance Sale"
"NW028-TP-PJ-XXXL","Set","2","1222","SLOW - Clearance Sale"
"J0197-TP-L","Top","4","1222","SLOW - Clearance Sale"
"NW031-TP-PJ-XS","Set","3","1222","SLOW - Clearance Sale"
"SET363-KR-NP-XXXL","Set","8","1222","SLOW - Clearance Sale"
"J0082-TP-XXL","Top","2","1222","SLOW - Clearance Sale"
"NW033-ST-CP-M","Set","2","1222","SLOW - Clearance Sale"
"J0328-KR-S","kurta","2","1222","SLOW - Clearance Sale"
"SET344-KR-NP-XXXL","Set","22","1222","SLOW - Clearance Sale"
"J0158-DR-M","Western Dress","5","1222","SLOW - Clearance Sale"
"JNE3623-KR-M","kurta","4","1222","SLOW - Clearance Sale"
"SET014-KR-PP-A-L","Set","2","1221","SLOW - Clearance Sale"
"J0100-DR-S","Western Dress","1","1221","SLOW - Clearance Sale"
"J0049-TP-M","Top","2","1221","SLOW - Clearance Sale"
"JNE3652-TP-N-XL","Top","4","1221","SLOW - Clearance Sale"
"JNE3637-KR-XL","kurta","3","1221","SLOW - Clearance Sale"
"JNE3654-TP-XS","Top","6","1221","SLOW - Clearance Sale"
"J0139-KR-XXL","kurta","6","1221","SLOW - Clearance Sale"
"SAR056","Saree","1","1221","SLOW - Clearance Sale"
"JNE3751-KR-L","kurta","7","1221","SLOW - Clearance Sale"
"J0278-SET-XXL","Set","1","1221","SLOW - Clearance Sale"
"SET329-KR-NP-XXXL","Set","7","1221","SLOW - Clearance Sale"
"JNE3761-KR-XS","kurta","4","1221","SLOW - Clearance Sale"
"JNE1977-KR-237-M","kurta","5","1221","SLOW - Clearance Sale"
"J0087-TP-XXXL","Top","2","1221","SLOW - Clearance Sale"
"J0308-DR-XL","Western Dress","15","1221","SLOW - Clearance Sale"
"J0278-SET-M","Set","6","1221","SLOW - Clearance Sale"
"JNE3313-KR-XS","kurta","1","1221","SLOW - Clearance Sale"
"SET179-KR-PP-S","Set","4","1221","SLOW - Clearance Sale"
"SAR053","Saree","2","1221","SLOW - Clearance Sale"
"J0135-SET-S","Set","4","1221","SLOW - Clearance Sale"
"SET221-KR-NP-L","Set","3","1221","SLOW - Clearance Sale"
"SET252-KR-PP-L","Set","6","1221","SLOW - Clearance Sale"
"JNE3539-KR-M","kurta","4","1221","SLOW - Clearance Sale"
"SET392-KR-NP-XXL","Set","28","1221","SLOW - Clearance Sale"
"JNE3366-KR-1053-A-XS","kurta","1","1221","SLOW - Clearance Sale"
"SET365-KR-NP-L","Set","10","1221","SLOW - Clearance Sale"
"J0145-SET-XXL","Set","1","1221","SLOW - Clearance Sale"
"J0135-SET-XXL","Set","3","1221","SLOW - Clearance Sale"
"JNE3503-KR-S","kurta","1","1221","SLOW - Clearance Sale"
"JNE2251-KR-537-S","kurta","1","1221","SLOW - Clearance Sale"
"SET091-KR-NP-XXL","Set","1","1221","SLOW - Clearance Sale"
"JNE3491-KR-XL","kurta","7","1221","SLOW - Clearance Sale"
"J0401-DR-XL","Western Dress","9","1221","SLOW - Clearance Sale"
"J0396-DR-XXXL","Western Dress","6","1221","SLOW - Clearance Sale"
"NW009-ST-CP-XXXL","Set","6","1221","SLOW - Clearance Sale"
"J0049-TP-XXXL","Top","3","1221","SLOW - Clearance Sale"
"MEN5025-KR-XXL","kurta","10","1221","SLOW - Clearance Sale"
"SET094-KR-NP-XXL","Set","1","1221","SLOW - Clearance Sale"
"JNE3256-KR-M","kurta","7","1221","SLOW - Clearance Sale"
"SET395-KR-NP-XL","Set","1","1221","SLOW - Clearance Sale"
"BTM042-PP-XXL","Bottom","1","1221","SLOW - Clearance Sale"
"SET389-KR-NP-XXXL","Set","6","1221","SLOW - Clearance Sale"
"JNE3256-KR-S","kurta","7","1221","SLOW - Clearance Sale"
"JNE3542-KR-S","kurta","2","1220","SLOW - Clearance Sale"
"J0080-TP-S","Top","6","1220","SLOW - Clearance Sale"
"J0082-TP-S","Top","1","1220","SLOW - Clearance Sale"
"SET363-KR-NP-XL","Set","10","1220","SLOW - Clearance Sale"
"SET303-KR-NP-L","Set","5","1220","SLOW - Clearance Sale"
"JNE3649-TP-N-XS","Top","2","1220","SLOW - Clearance Sale"
"JNE3455-KR-M","kurta","2","1220","SLOW - Clearance Sale"
"J0041-SET-XXXL","Set","5","1220","SLOW - Clearance Sale"
"MEN5026-KR-M","kurta","5","1220","SLOW - Clearance Sale"
"J0246-SKD-XXXL","Set","1","1220","SLOW - Clearance Sale"
"SET360-KR-NP-L","Set","14","1220","SLOW - Clearance Sale"
"SET311-KR-NP-XL","Set","1","1220","SLOW - Clearance Sale"
"BL104-L","Blouse","5","1220","SLOW - Clearance Sale"
"SAR039","Saree","1","1220","SLOW - Clearance Sale"
"SAR110","Saree","2","1220","SLOW - Clearance Sale"
"SAR134","Saree","1","1220","SLOW - Clearance Sale"
"SET386-KR-NP-XXXL","Set","7","1220","SLOW - Clearance Sale"
"JNE3629-KR-XXXL","kurta","2","1220","SLOW - Clearance Sale"
"JNE3717-KR-L","kurta","2","1220","SLOW - Clearance Sale"
"SAR046","Saree","1","1220","SLOW - Clearance Sale"
"JNE3030-KR-XXL","kurta","3","1220","SLOW - Clearance Sale"
"SET004-KR-SP-A-XXXL","Set","8","1220","SLOW - Clearance Sale"
"SET372-KR-PP-L","Set","1","1220","SLOW - Clearance Sale"
"J0162-SKD-XS","Set","2","1220","SLOW - Clearance Sale"
"SAR025","Saree","1","1220","SLOW - Clearance Sale"
"JNE2205-KR-467-A-XL","kurta","4","1220","SLOW - Clearance Sale"
"J0231-SKD-M","Set","7","1220","SLOW - Clearance Sale"
"SET311-KR-NP-XS","Set","1","1220","SLOW - Clearance Sale"
"SET364-KR-NP-XL","Set","15","1220","SLOW - Clearance Sale"
"J0026-KR-XS","kurta","1","1220","SLOW - Clearance Sale"
"SET386-KR-NP-M","Set","7","1220","SLOW - Clearance Sale"
"SET131-KR-NP-A-XS","Set","2","1219","SLOW - Clearance Sale"
"JNE3578-KR-XXL","kurta","2","1219","SLOW - Clearance Sale"
"SET214-KR-DPT-XL","Set","1","1219","SLOW - Clearance Sale"
"JNE3642-TP-XS","Top","7","1219","SLOW - Clearance Sale"
"SET128-KR-DH-XS","Set","3","1219","SLOW - Clearance Sale"
"JNE3311-KR-XXXL","kurta","5","1219","SLOW - Clearance Sale"
"SET186-KR-DH-XXXL","Set","4","1219","SLOW - Clearance Sale"
"SET121-KR-NP-XS","Set","2","1219","SLOW - Clearance Sale"
"JNE3480-KR-S","kurta","2","1219","SLOW - Clearance Sale"
"BL010-61CHIKU-B","Blouse","1","1219","SLOW - Clearance Sale"
"SET179-KR-PP-XXXL","Set","11","1219","SLOW - Clearance Sale"
"JNE3449-KR-XXL","kurta","4","1219","SLOW - Clearance Sale"
"NW034-TP-PJ-L","Set","5","1219","SLOW - Clearance Sale"
"JNE3899-KR-L","kurta","1","1219","SLOW - Clearance Sale"
"J0209-DR-XXL","Ethnic Dress","4","1219","SLOW - Clearance Sale"
"SET355-KR-PP-M","Set","3","1219","SLOW - Clearance Sale"
"MEN5008-KR-XXXL","kurta","5","1219","SLOW - Clearance Sale"
"J0202-TP-S","Top","3","1219","SLOW - Clearance Sale"
"J0396-DR-M","Western Dress","7","1219","SLOW - Clearance Sale"
"J0192-TP-XL","Top","4","1219","SLOW - Clearance Sale"
"SET383-KR-NP-M","Set","7","1219","SLOW - Clearance Sale"
"JNE3894-TP-S","Top","2","1219","SLOW - Clearance Sale"
"SAR149","Saree","1","1219","SLOW - Clearance Sale"
"J0155-KR-XXXL","kurta","2","1219","SLOW - Clearance Sale"
"J0144-SET-XXL","Set","5","1219","SLOW - Clearance Sale"
"J0186-SET-L","Set","6","1219","SLOW - Clearance Sale"
"BL109-S","Blouse","1","1219","SLOW - Clearance Sale"
"JNE2170-KR-436-XS","kurta","2","1219","SLOW - Clearance Sale"
"SET377-KR-NP-L","Set","7","1219","SLOW - Clearance Sale"
"J0145-SET-XS","Set","3","1219","SLOW - Clearance Sale"
"JNE3709-DR-XS","Western Dress","3","1219","SLOW - Clearance Sale"
"MEN5032-KR-L","kurta","19","1219","SLOW - Clearance Sale"
"J0376-SKD-L","Set","11","1219","SLOW - Clearance Sale"
"JNE3279-KR-A-XXL","kurta","2","1219","SLOW - Clearance Sale"
"J0143-SET-A-S","Set","4","1218","SLOW - Clearance Sale"
"NW037-TP-SR-XXXL","Set","5","1218","SLOW - Clearance Sale"
"JNE3630-KR-XS","kurta","1","1218","SLOW - Clearance Sale"
"J0084-TP-XS","Top","2","1218","SLOW - Clearance Sale"
"J0114-TP-XS","Top","1","1218","SLOW - Clearance Sale"
"SET053-KR-NP-L","Set","5","1218","SLOW - Clearance Sale"
"SET135-KR-PP-XXXL","Set","1","1218","SLOW - Clearance Sale"
"J0175-KR-XL","kurta","2","1218","SLOW - Clearance Sale"
"SET397-KR-NP-XL","Set","41","1218","SLOW - Clearance Sale"
"SET355-KR-PP-L","Set","9","1218","SLOW - Clearance Sale"
"JNE2324-KR-575-XXL","kurta","1","1218","SLOW - Clearance Sale"
"SET389-KR-NP-L","Set","10","1218","SLOW - Clearance Sale"
"SET147-KR-NP-S","Set","4","1218","SLOW - Clearance Sale"
"SET026-KR-PP-A-XS","Set","1","1218","SLOW - Clearance Sale"
"JNE3724-KR-XXL","kurta","6","1218","SLOW - Clearance Sale"
"JNE3799-KR-S","kurta","5","1218","SLOW - Clearance Sale"
"J0113-TP-XL","Top","32","1218","SLOW - Clearance Sale"
"SET361-KR-NP-M","Set","11","1218","SLOW - Clearance Sale"
"JNE3500-KR-XXL","kurta","17","1218","SLOW - Clearance Sale"
"J0196-TP-XXL","Top","9","1218","SLOW - Clearance Sale"
"JNE3752-KR-XS","kurta","1","1218","SLOW - Clearance Sale"
"J0139-KR-XXXL","kurta","9","1218","SLOW - Clearance Sale"
"J0386-KR-L","kurta","3","1218","SLOW - Clearance Sale"
"J0078-SET-XL","Set","1","1218","SLOW - Clearance Sale"
"J0161-DR-XXL","Western Dress","4","1218","SLOW - Clearance Sale"
"J0204-TP-XXL","Top","5","1218","SLOW - Clearance Sale"
"J0130-SET-S","Set","2","1217","SLOW - Clearance Sale"
"J0122-TP-XXL","Top","26","1217","SLOW - Clearance Sale"
"BTM042-PP-S","Bottom","1","1217","SLOW - Clearance Sale"
"SET372-KR-PP-S","Set","1","1217","SLOW - Clearance Sale"
"JNE2086-KR-389-S","kurta","1","1217","SLOW - Clearance Sale"
"JNE3672-TU-S","Top","2","1217","SLOW - Clearance Sale"
"J0078-SET-XXXL","Set","1","1217","SLOW - Clearance Sale"
"J0159-DR-XXXL","Western Dress","3","1217","SLOW - Clearance Sale"
"SET248-KR-NP-XS","Set","2","1217","SLOW - Clearance Sale"
"JNE3881-DR-L","Western Dress","4","1217","SLOW - Clearance Sale"
"JNE3897-KR-XXXL","kurta","1","1217","SLOW - Clearance Sale"
"J0134-SET-S","Set","8","1217","SLOW - Clearance Sale"
"JNE3713-TP-N-XL","Top","7","1217","SLOW - Clearance Sale"
"JNE3636-KR-XS","kurta","3","1217","SLOW - Clearance Sale"
"J0013-SKD-XXXL","Set","7","1217","SLOW - Clearance Sale"
"JNE3786-KR-L","kurta","3","1217","SLOW - Clearance Sale"
"JNE3547-KR-XXXL","kurta","3","1217","SLOW - Clearance Sale"
"JNE3748-KR-XS","kurta","2","1217","SLOW - Clearance Sale"
"JNE3617-KR-XS","kurta","3","1217","SLOW - Clearance Sale"
"J0332-DR-S","Western Dress","5","1217","SLOW - Clearance Sale"
"SET360-KR-NP-XXXL","Set","17","1217","SLOW - Clearance Sale"
"JNE3750-KR-XXXL","kurta","1","1217","SLOW - Clearance Sale"
"JNE3577-KR-XS","kurta","1","1217","SLOW - Clearance Sale"
"JNE3707-DR-XXXL","Western Dress","7","1217","SLOW - Clearance Sale"
"J0295-DR-L","Western Dress","11","1217","SLOW - Clearance Sale"
"SET087-KR-PP-XS","Set","1","1217","SLOW - Clearance Sale"
"J0016-DR-XS","Western Dress","2","1217","SLOW - Clearance Sale"
"J0254-SKD-L","Set","2","1217","SLOW - Clearance Sale"
"JNE3688-TU-XS","Top","4","1217","SLOW - Clearance Sale"
"SET085-KR-PT-XS","Set","6","1217","SLOW - Clearance Sale"
"JNE3658-TP-S","Top","5","1217","SLOW - Clearance Sale"
"SET072-KR-SHA-S","Set","2","1217","SLOW - Clearance Sale"
"JNE3371-KR-XXXL","kurta","5","1216","SLOW - Clearance Sale"
"JNE3738-KR-XXXL","kurta","8","1216","SLOW - Clearance Sale"
"J0220-BL-L","Blouse","4","1216","SLOW - Clearance Sale"
"J0370-SKD-XS","Set","2","1216","SLOW - Clearance Sale"
"JNE3709-DR-XXXL","Western Dress","4","1216","SLOW - Clearance Sale"
"J0235-SKD-XS","Set","1","1216","SLOW - Clearance Sale"
"JNE3605-KR-XXL","kurta","7","1216","SLOW - Clearance Sale"
"J0254-SKD-XXXL","Set","3","1216","SLOW - Clearance Sale"
"JNE3452-KR-XL","kurta","4","1216","SLOW - Clearance Sale"
"JNE3313-KR-XXL","kurta","3","1216","SLOW - Clearance Sale"
"BL009-61BLACK","Blouse","2","1216","SLOW - Clearance Sale"
"SET062-KR-SP-XL","Set","3","1216","SLOW - Clearance Sale"
"JNE3313-KR-S","kurta","2","1216","SLOW - Clearance Sale"
"NW028-TP-PJ-S","Set","1","1216","SLOW - Clearance Sale"
"J0104-KR-XS","kurta","9","1216","SLOW - Clearance Sale"
"JNE2170-KR-436-XL","kurta","3","1216","SLOW - Clearance Sale"
"JNE3562-KR-XL","kurta","7","1216","SLOW - Clearance Sale"
"JNE3542-KR-XL","kurta","7","1216","SLOW - Clearance Sale"
"JNE3554-KR-L","kurta","6","1216","SLOW - Clearance Sale"
"JNE1233-BLUE-KR-031-M","kurta","7","1216","SLOW - Clearance Sale"
"SET313-KR-NP-XS","Set","3","1216","SLOW - Clearance Sale"
"J0042-DR-XL","Western Dress","1","1216","SLOW - Clearance Sale"
"JNE3836-KR-M","kurta","7","1216","SLOW - Clearance Sale"
"BTM047-PP-M","Bottom","1","1216","SLOW - Clearance Sale"
"J0043-SET-S","Set","1","1216","SLOW - Clearance Sale"
"JNE3777-KR-XXXL","kurta","3","1216","SLOW - Clearance Sale"
"J0235-SKD-M","Set","3","1216","SLOW - Clearance Sale"
"JNE1000-NAVY-SR-JB6102RMV-K","Saree","4","1216","SLOW - Clearance Sale"
"SET313-KR-NP-XL","Set","3","1216","SLOW - Clearance Sale"
"JNE3676-TU-XXL","Top","3","1216","SLOW - Clearance Sale"
"J0166-DR-XS","Western Dress","2","1216","SLOW - Clearance Sale"
"JNE3255-KR-L","kurta","3","1216","SLOW - Clearance Sale"
"JNE3627-KR-S","kurta","1","1216","SLOW - Clearance Sale"
"J0186-SET-XS","Set","1","1216","SLOW - Clearance Sale"
"JNE3762-KR-M","kurta","1","1215","SLOW - Clearance Sale"
"JNE3423-KR-S","kurta","13","1215","SLOW - Clearance Sale"
"JNE3424-KR-M","kurta","1","1215","SLOW - Clearance Sale"
"J0401-DR-XXXL","Western Dress","8","1215","SLOW - Clearance Sale"
"SET321-KR-DPT-XS","Set","4","1215","SLOW - Clearance Sale"
"JNE3870-DR-XXXL","Western Dress","10","1215","SLOW - Clearance Sale"
"J0122-TP-XXXL","Top","30","1215","SLOW - Clearance Sale"
"JNE3362-KR-XXXL","kurta","1","1215","SLOW - Clearance Sale"
"SET238-KR-PP-M","Set","3","1215","SLOW - Clearance Sale"
"J0198-TP-XS","Top","2","1215","SLOW - Clearance Sale"
"JNE3429-KR-XL","kurta","5","1215","SLOW - Clearance Sale"
"JNE3610-KR-M","kurta","4","1215","SLOW - Clearance Sale"
"J0399-DR-M","Western Dress","6","1215","SLOW - Clearance Sale"
"J0248-KR-DPT-M","Set","7","1215","SLOW - Clearance Sale"
"BL096-XL","Blouse","1","1215","SLOW - Clearance Sale"
"SET143-KR-PP-S","Set","1","1215","SLOW - Clearance Sale"
"BL100-XL","Blouse","2","1215","SLOW - Clearance Sale"
