"sku","category","total_quantity_sold","days_since_last_sale","inventory_action"
"J0250-SKD-M","Set","2","1215","SLOW - Clearance Sale"
"SET388-KR-NP-M","Set","2","1215","SLOW - Clearance Sale"
"J0104-KR-M","kurta","7","1215","SLOW - Clearance Sale"
"J0228-SKD-XXL","Set","5","1215","SLOW - Clearance Sale"
"MEN5003-KR-XXL","kurta","5","1215","SLOW - Clearance Sale"
"J0165-TP-XL","Top","4","1215","SLOW - Clearance Sale"
"SET236-KR-PP-L","Set","3","1215","SLOW - Clearance Sale"
"SET162-KR-PP-XL","Set","1","1215","SLOW - Clearance Sale"
"JNE3549-KR-XXXL","kurta","6","1215","SLOW - Clearance Sale"
"J0235-SKD-S","Set","2","1215","SLOW - Clearance Sale"
"SET223-KR-NP-XXXL","Set","7","1215","SLOW - Clearance Sale"
"JNE3386-KR-XS","kurta","2","1214","SLOW - Clearance Sale"
"JNE3866-KR-S","kurta","2","1214","SLOW - Clearance Sale"
"JNE3489-KR-S","kurta","1","1214","SLOW - Clearance Sale"
"JNE1525-KR-UDF19-A-XL","kurta","6","1214","SLOW - Clearance Sale"
"NW034-TP-PJ-XL","Set","6","1214","SLOW - Clearance Sale"
"SET299-KR-PP-XS","Set","1","1214","SLOW - Clearance Sale"
"J0106-KR-S","Western Dress","7","1214","SLOW - Clearance Sale"
"JNE3752-KR-S","kurta","1","1214","SLOW - Clearance Sale"
"SAR051","Saree","2","1214","SLOW - Clearance Sale"
"SET268-KR-NP-L","Set","318","1214","SLOW - Clearance Sale"
"BL113-M","Blouse","2","1214","SLOW - Clearance Sale"
"JNE3818-KR-XL","kurta","5","1214","SLOW - Clearance Sale"
"JNE3549-KR-XL","kurta","8","1214","SLOW - Clearance Sale"
"JNE3641-TP-N-S","Top","9","1214","SLOW - Clearance Sale"
"J0251-SKD-XXL","Set","2","1214","SLOW - Clearance Sale"
"MEN5012-KR-XXXL","kurta","8","1214","SLOW - Clearance Sale"
"SET239-KR-NP-L","Set","8","1214","SLOW - Clearance Sale"
"SET204-KR-DPT-S","Set","3","1214","SLOW - Clearance Sale"
"J0252-SKD-XXXL","Set","3","1214","SLOW - Clearance Sale"
"J0251-SKD-XL","Set","4","1214","SLOW - Clearance Sale"
"J0213-TP-XS","Top","2","1214","SLOW - Clearance Sale"
"SET247-KR-SHA-XL","Set","6","1214","SLOW - Clearance Sale"
"J0108-SKD-XXXL","Set","4","1214","SLOW - Clearance Sale"
"SET333-KR-DPT-M","Set","15","1214","SLOW - Clearance Sale"
"SET380-KR-NP-XXL","Set","13","1214","SLOW - Clearance Sale"
"SET365-KR-NP-XXL","Set","15","1214","SLOW - Clearance Sale"
"J0415-DR-L","Western Dress","6","1214","SLOW - Clearance Sale"
"J0020-SET-XXXL","Set","3","1214","SLOW - Clearance Sale"
"SET275-KR-NP-XS","Set","2","1214","SLOW - Clearance Sale"
"JNE3748-KR-S","kurta","1","1214","SLOW - Clearance Sale"
"JNE1408-KR-UDF19-A-M","kurta","6","1214","SLOW - Clearance Sale"
"J0346-SET-L","Set","23","1214","SLOW - Clearance Sale"
"SET182-KR-DH-XXXL","Set","7","1214","SLOW - Clearance Sale"
"J0414-DR-XXXL","Western Dress","10","1213","SLOW - Clearance Sale"
"J0346-SET-XS","Set","11","1213","SLOW - Clearance Sale"
"SET323-KR-NP-S","Set","3","1213","SLOW - Clearance Sale"
"SET051-KR-NP-XXXL","Set","1","1213","SLOW - Clearance Sale"
"JNE3894-TP-XXL","Top","5","1213","SLOW - Clearance Sale"
"JNE09186-BLUE-SR-JP7104RMV-N","Saree","2","1213","SLOW - Clearance Sale"
"JNE2262-KR-569-S","kurta","3","1213","SLOW - Clearance Sale"
"J0083-KR-XS","kurta","1","1213","SLOW - Clearance Sale"
"JNE3680-TU-XS","Top","4","1213","SLOW - Clearance Sale"
"JNE3777-KR-XS","kurta","1","1213","SLOW - Clearance Sale"
"SET365-KR-NP-M","Set","21","1213","SLOW - Clearance Sale"
"JNE3548-KR-S","kurta","1","1213","SLOW - Clearance Sale"
"BL016-63RED-B","Blouse","1","1213","SLOW - Clearance Sale"
"SET388-KR-NP-L","Set","11","1213","SLOW - Clearance Sale"
"J0029-KR-S","kurta","6","1213","SLOW - Clearance Sale"
"NW001-TP-PJ-XL","Set","10","1213","SLOW - Clearance Sale"
"SAR101","Saree","1","1213","SLOW - Clearance Sale"
"JNE3652-TP-N-XXL","Top","5","1213","SLOW - Clearance Sale"
"JNE3489-KR-XXL","kurta","3","1213","SLOW - Clearance Sale"
"JNE2309-KR-598-L","kurta","1","1213","SLOW - Clearance Sale"
"JNE3030-KR-M","kurta","3","1213","SLOW - Clearance Sale"
"J0205-TP-XXL","Top","10","1213","SLOW - Clearance Sale"
"JNE2153-KR-278-A-XL","kurta","4","1213","SLOW - Clearance Sale"
"JNE3782-KR-XL","kurta","16","1212","SLOW - Clearance Sale"
"BTM008-XXXL","Bottom","1","1212","SLOW - Clearance Sale"
"JNE3835-KR-XS","kurta","4","1212","SLOW - Clearance Sale"
"SET380-KR-NP-L","Set","10","1212","SLOW - Clearance Sale"
"JNE3899-KR-XXL","kurta","1","1212","SLOW - Clearance Sale"
"J0414-DR-L","Western Dress","4","1212","SLOW - Clearance Sale"
"J0416-DR-M","Western Dress","4","1212","SLOW - Clearance Sale"
"BTM002-XXXL","Bottom","1","1212","SLOW - Clearance Sale"
"J0254-SKD-S","Set","2","1212","SLOW - Clearance Sale"
"JNE3778-KR-XS","kurta","4","1212","SLOW - Clearance Sale"
"J0235-SKD-L","Set","1","1212","SLOW - Clearance Sale"
"JNE3750-KR-L","kurta","4","1212","SLOW - Clearance Sale"
"JNE3622-KR-L","kurta","4","1212","SLOW - Clearance Sale"
"JNE3404-KR-XXL","kurta","7","1212","SLOW - Clearance Sale"
"SET389-KR-NP-M","Set","6","1212","SLOW - Clearance Sale"
"JNE3479-KR-S","kurta","1","1212","SLOW - Clearance Sale"
"BL089-XS","Blouse","1","1212","SLOW - Clearance Sale"
"SET233-KR-PP-L","Set","15","1212","SLOW - Clearance Sale"
"SAR032","Saree","1","1212","SLOW - Clearance Sale"
"J0081-DR-M","Western Dress","5","1212","SLOW - Clearance Sale"
"JNE3658-TP-XXL","Top","4","1212","SLOW - Clearance Sale"
"BTM029-NP-XXL","Bottom","1","1212","SLOW - Clearance Sale"
"J0105-KR-XS","Western Dress","3","1212","SLOW - Clearance Sale"
"JNE3403-KR-M","kurta","1","1212","SLOW - Clearance Sale"
"SET218-KR-NP-S","Set","2","1212","SLOW - Clearance Sale"
"J0254-SKD-XXL","Set","1","1212","SLOW - Clearance Sale"
"J0293-DR-XS","Western Dress","5","1212","SLOW - Clearance Sale"
"MEN5006-KR-S","kurta","1","1212","SLOW - Clearance Sale"
"J0173-DR-S","Western Dress","2","1212","SLOW - Clearance Sale"
"JNE3760-KR-XXXL","kurta","2","1212","SLOW - Clearance Sale"
"JNE3703-KR-XS","kurta","7","1211","SLOW - Clearance Sale"
"J0043-SET-XS","Set","3","1211","SLOW - Clearance Sale"
"JNE1998-KR-311-XXL","kurta","7","1211","SLOW - Clearance Sale"
"J0249-SKD-XXXL","Set","2","1211","SLOW - Clearance Sale"
"JNE3375-KR-XXXL","kurta","2","1211","SLOW - Clearance Sale"
"SET326-KR-PP-S","Set","4","1211","SLOW - Clearance Sale"
"J0210-DR-M","Ethnic Dress","4","1211","SLOW - Clearance Sale"
"JNE1408-KR-UDF19-A-L","kurta","8","1211","SLOW - Clearance Sale"
"JNE3818-KR-XS","kurta","3","1211","SLOW - Clearance Sale"
"J0332-DR-XL","Western Dress","14","1211","SLOW - Clearance Sale"
"J0043-SET-XL","Set","2","1211","SLOW - Clearance Sale"
"SET191-KR-PP-M","Set","1","1211","SLOW - Clearance Sale"
"J0112-TP-XL","Top","11","1211","SLOW - Clearance Sale"
"JNE3675-TU-XXXL","Top","9","1211","SLOW - Clearance Sale"
"J0194-DR-XXXL","Western Dress","2","1211","SLOW - Clearance Sale"
"JNE3869-DR-XXXL","Western Dress","11","1210","SLOW - Clearance Sale"
"SET204-KR-DPT-XXL","Set","8","1210","SLOW - Clearance Sale"
"JNE3708-TU-XL","Top","7","1210","SLOW - Clearance Sale"
"J0307-TP-XXL","Top","2","1210","SLOW - Clearance Sale"
"SET270-KR-PP-XXL","Set","7","1210","SLOW - Clearance Sale"
"SET274-KR-PP-S","Set","2","1210","SLOW - Clearance Sale"
"SET280-KR-PP-M","Set","5","1210","SLOW - Clearance Sale"
"JNE3395-KR-XXL","kurta","1","1210","SLOW - Clearance Sale"
"J0390-TP-XXL","Top","2","1210","SLOW - Clearance Sale"
"SET372-KR-PP-XS","Set","1","1210","SLOW - Clearance Sale"
"JNE3726-KR-XXXL","kurta","4","1210","SLOW - Clearance Sale"
"SET299-KR-PP-XXL","Set","3","1210","SLOW - Clearance Sale"
"JNE3342-KR-S","kurta","1","1210","SLOW - Clearance Sale"
"PJNE3439-KR-N-5XL","kurta","1","1210","SLOW - Clearance Sale"
"J0212-DR-XS","Ethnic Dress","1","1210","SLOW - Clearance Sale"
"NW028-TP-PJ-XXL","Set","3","1210","SLOW - Clearance Sale"
"J0201-TP-XXXL","Top","4","1210","SLOW - Clearance Sale"
"JNE2113-KR-381-XXL","kurta","3","1210","SLOW - Clearance Sale"
"J0110-SKD-M","Set","2","1210","SLOW - Clearance Sale"
"J0131-KR-XXL","kurta","3","1210","SLOW - Clearance Sale"
"J0105-KR-S","Western Dress","1","1210","SLOW - Clearance Sale"
"J0307-TP-XXXL","Top","4","1210","SLOW - Clearance Sale"
"JNE3395-KR-XL","kurta","1","1210","SLOW - Clearance Sale"
"J0291-JS-S","Set","4","1210","SLOW - Clearance Sale"
"J0144-SET-XS","Set","4","1210","SLOW - Clearance Sale"
"J0203-TP-XL","Top","3","1209","SLOW - Clearance Sale"
"JNE3160-KR-G-L","kurta","28","1209","SLOW - Clearance Sale"
"SET363-KR-NP-M","Set","18","1209","SLOW - Clearance Sale"
"SET241-KR-PP-S","Set","2","1209","SLOW - Clearance Sale"
"SAR137","Saree","6","1209","SLOW - Clearance Sale"
"J0334-TP-XS","Top","14","1209","SLOW - Clearance Sale"
"J0308-DR-XXL","Western Dress","39","1209","SLOW - Clearance Sale"
"BL087-M","Blouse","2","1209","SLOW - Clearance Sale"
"JNE3819-KR-XS","kurta","1","1209","SLOW - Clearance Sale"
"SET014-KR-PP-A-S","Set","1","1209","SLOW - Clearance Sale"
"SET244-KR-NP-XXXL","Set","4","1209","SLOW - Clearance Sale"
"JNE3886-KR-XXXL","kurta","2","1209","SLOW - Clearance Sale"
"CH208-MUSTARD-S","Bottom","1","1209","SLOW - Clearance Sale"
"SET143-KR-PP-XXL","Set","2","1209","SLOW - Clearance Sale"
"JNE3708-TU-S","Top","5","1209","SLOW - Clearance Sale"
"BL090-S","Blouse","2","1208","SLOW - Clearance Sale"
"J0343-DR-L","Western Dress","28","1208","SLOW - Clearance Sale"
"J0376-SKD-M","Set","12","1208","SLOW - Clearance Sale"
"JNE3753-KR-XXL","kurta","5","1208","SLOW - Clearance Sale"
"NW037-TP-SR-M","Set","5","1208","SLOW - Clearance Sale"
"JNE3665-TP-S","Top","7","1208","SLOW - Clearance Sale"
"JNE3391-KR-M","kurta","7","1208","SLOW - Clearance Sale"
"J0201-TP-L","Top","1","1208","SLOW - Clearance Sale"
"J0118-TP-XL","Top","82","1208","SLOW - Clearance Sale"
"J0399-DR-L","Western Dress","12","1208","SLOW - Clearance Sale"
"SET302-KR-PP-XL","Set","5","1208","SLOW - Clearance Sale"
"SET372-KR-PP-XXXL","Set","4","1208","SLOW - Clearance Sale"
"JNE3750-KR-XL","kurta","1","1208","SLOW - Clearance Sale"
"J0112-TP-L","Top","7","1208","SLOW - Clearance Sale"
"J0323-CD-S","Top","1","1208","SLOW - Clearance Sale"
"J0223-SKD-XXXL","Set","1","1208","SLOW - Clearance Sale"
"SET230-KR-PP-XXL","Set","1","1208","SLOW - Clearance Sale"
"JNE3856-KR-XS","kurta","2","1208","SLOW - Clearance Sale"
"SET356-KR-NP-L","Set","24","1208","SLOW - Clearance Sale"
"JNE3893-TP-S","Top","1","1208","SLOW - Clearance Sale"
"BTM042-PP-L","Bottom","4","1208","SLOW - Clearance Sale"
"JNE3780-KR-S","kurta","1","1208","SLOW - Clearance Sale"
"J0397-DR-M","Western Dress","4","1208","SLOW - Clearance Sale"
"JNE3678-TU-S","Top","1","1208","SLOW - Clearance Sale"
"JNE3896-KR-XXXL","kurta","1","1208","SLOW - Clearance Sale"
"NW006-ST-SR-XL","Set","3","1208","SLOW - Clearance Sale"
"SET349-KR-NP-XXL","Set","15","1208","SLOW - Clearance Sale"
"J0201-TP-S","Top","1","1208","SLOW - Clearance Sale"
"NW028-TP-PJ-XS","Set","1","1208","SLOW - Clearance Sale"
"J0085-TP-XL","Top","4","1208","SLOW - Clearance Sale"
"JNE2205-KR-467-A-XXXL","kurta","6","1208","SLOW - Clearance Sale"
"J0167-KR-XL","kurta","12","1207","SLOW - Clearance Sale"
"J0142-KR-M","kurta","3","1207","SLOW - Clearance Sale"
"SET386-KR-NP-L","Set","12","1207","SLOW - Clearance Sale"
"SET295-KR-NP-XS","Set","18","1207","SLOW - Clearance Sale"
"JNE3807-KR-XS","kurta","5","1207","SLOW - Clearance Sale"
"JNE3672-TU-XS","Top","1","1207","SLOW - Clearance Sale"
"J0129-SET-XS","Set","6","1207","SLOW - Clearance Sale"
"JNE3622-KR-S","kurta","4","1207","SLOW - Clearance Sale"
"J0355-KR-XXL","kurta","9","1207","SLOW - Clearance Sale"
"JNE3520-KR-XS","kurta","1","1207","SLOW - Clearance Sale"
"J0415-DR-M","Western Dress","6","1207","SLOW - Clearance Sale"
"SET323-KR-NP-XL","Set","7","1207","SLOW - Clearance Sale"
"SET308-KR-PP-XS","Set","2","1207","SLOW - Clearance Sale"
"JNE3607-KR-XXXL","kurta","14","1207","SLOW - Clearance Sale"
"SET244-KR-NP-XS","Set","1","1207","SLOW - Clearance Sale"
"J0236-SKD-L","Set","38","1207","SLOW - Clearance Sale"
"SAR076","Saree","1","1207","SLOW - Clearance Sale"
"J0183-TP-XL","Top","1","1207","SLOW - Clearance Sale"
"JNE3365-KR-1052-A-XXXL","kurta","1","1207","SLOW - Clearance Sale"
"JNE3789-KR-S","kurta","7","1207","SLOW - Clearance Sale"
"JNE3338-KR-S","kurta","2","1207","SLOW - Clearance Sale"
"SET280-KR-PP-XXL","Set","18","1207","SLOW - Clearance Sale"
"JNE3889-KR-M","kurta","1","1207","SLOW - Clearance Sale"
"J0033-KR-XXXL","kurta","5","1207","SLOW - Clearance Sale"
"JNE3798-KR-A-L","Western Dress","4","1207","SLOW - Clearance Sale"
"J0138-KR-S","kurta","1","1206","SLOW - Clearance Sale"
"J0249-SKD-XS","Set","2","1206","SLOW - Clearance Sale"
"JNE3524-KR-M","kurta","4","1206","SLOW - Clearance Sale"
"SET239-KR-NP-XXXL","Set","7","1206","SLOW - Clearance Sale"
"SET145-KR-NP-XXXL","Set","13","1206","SLOW - Clearance Sale"
"JNE3388-KR-L","kurta","1","1206","SLOW - Clearance Sale"
"MEN5028-KR-XXXL","kurta","9","1206","SLOW - Clearance Sale"
"SET372-KR-PP-XL","Set","2","1206","SLOW - Clearance Sale"
"J0183-TP-M","Top","2","1206","SLOW - Clearance Sale"
"JNE3770-KR-XS","kurta","3","1206","SLOW - Clearance Sale"
"NW032-ST-CP-XS","Set","1","1206","SLOW - Clearance Sale"
"J0097-KR-XL","kurta","12","1206","SLOW - Clearance Sale"
"MEN5013-KR-XXL","kurta","7","1206","SLOW - Clearance Sale"
"JNE3652-TP-N-L","Top","9","1206","SLOW - Clearance Sale"
"JNE3390-KR-S","kurta","2","1206","SLOW - Clearance Sale"
"SET073-KR-SHA-M","Set","23","1206","SLOW - Clearance Sale"
"JNE3364-KR-1051-A-XXXL","kurta","7","1206","SLOW - Clearance Sale"
"J0370-SKD-L","Set","1","1206","SLOW - Clearance Sale"
"J0300-TP-XL","Top","9","1206","SLOW - Clearance Sale"
"NW020-ST-SR-XS","Set","8","1206","SLOW - Clearance Sale"
"SET372-KR-PP-M","Set","1","1206","SLOW - Clearance Sale"
"JNE3503-KR-XXXL","kurta","7","1206","SLOW - Clearance Sale"
"JNE3695-KR-S","kurta","2","1206","SLOW - Clearance Sale"
"NW036-ST-SR-XXXL","Set","2","1206","SLOW - Clearance Sale"
"SET087-KR-PP-M","Set","6","1205","SLOW - Clearance Sale"
"JNE3430-KR-XS","kurta","1","1205","SLOW - Clearance Sale"
"SET361-KR-NP-S","Set","15","1205","SLOW - Clearance Sale"
"JNE3482-KR-L","kurta","2","1205","SLOW - Clearance Sale"
"JNE3658-TP-M","Top","7","1205","SLOW - Clearance Sale"
"JNE3480-KR-M","kurta","4","1205","SLOW - Clearance Sale"
"JNE3421-KR-N-L","kurta","10","1205","SLOW - Clearance Sale"
"NW024-TP-PJ-XXL","Set","2","1205","SLOW - Clearance Sale"
"J0049-TP-L","Top","2","1205","SLOW - Clearance Sale"
"CH208-MUSTARD-L","Bottom","3","1205","SLOW - Clearance Sale"
"J0174-TP-XS","Top","2","1205","SLOW - Clearance Sale"
"JNE3416-KR-XS","kurta","1","1205","SLOW - Clearance Sale"
"JNE3365-KR-1052-A-M","kurta","12","1205","SLOW - Clearance Sale"
"SET347-KR-NP-XL","Set","12","1205","SLOW - Clearance Sale"
"NW007-ST-CP-XXL","Set","5","1205","SLOW - Clearance Sale"
"J0308-DR-L","Western Dress","41","1205","SLOW - Clearance Sale"
"JNE2170-KR-436-S","kurta","3","1205","SLOW - Clearance Sale"
"J0074-TP-XXL","Top","2","1204","SLOW - Clearance Sale"
"JNE3530-KR-XXL","kurta","8","1204","SLOW - Clearance Sale"
"SET197-KR-NP-XL","Set","34","1204","SLOW - Clearance Sale"
"BL090-XS","Blouse","1","1204","SLOW - Clearance Sale"
"JNE3451-KR-XS","kurta","2","1204","SLOW - Clearance Sale"
"J0204-TP-S","Top","6","1204","SLOW - Clearance Sale"
"SET238-KR-PP-S","Set","1","1204","SLOW - Clearance Sale"
"J0399-DR-S","Western Dress","9","1204","SLOW - Clearance Sale"
"AN208-MUSTARD-L","Bottom","1","1204","SLOW - Clearance Sale"
"JNE3557-KR-XXL","kurta","1","1204","SLOW - Clearance Sale"
"JNE3674-TU-XS","Top","1","1204","SLOW - Clearance Sale"
"SET131-KR-NP-A-XXXL","Set","5","1204","SLOW - Clearance Sale"
"JNE3482-KR-M","kurta","2","1204","SLOW - Clearance Sale"
"SET398-KR-PP-L","Set","20","1204","SLOW - Clearance Sale"
"JNE3684-TU-XS","Top","5","1204","SLOW - Clearance Sale"
"SET303-KR-NP-XXXL","Set","2","1204","SLOW - Clearance Sale"
"J0295-DR-XL","Western Dress","15","1204","SLOW - Clearance Sale"
"J0388-TP-S","Top","1","1204","SLOW - Clearance Sale"
"J0072-KR-M","kurta","2","1204","SLOW - Clearance Sale"
"SAR068","Saree","2","1204","SLOW - Clearance Sale"
"J0141-KR-XXL","kurta","2","1204","SLOW - Clearance Sale"
"SET322-KR-SHA-S","Set","16","1204","SLOW - Clearance Sale"
"SET110-KR-PP-L","Set","45","1204","SLOW - Clearance Sale"
"J0093-DR-S","Ethnic Dress","3","1204","SLOW - Clearance Sale"
"SET385-KR-NP-XL","Set","12","1204","SLOW - Clearance Sale"
"J0342-TP-XXXL","Top","10","1204","SLOW - Clearance Sale"
"JNE3647-TP-N-XS","Top","7","1204","SLOW - Clearance Sale"
"JNE3543-KR-XL","kurta","15","1204","SLOW - Clearance Sale"
"JNE3866-KR-M","kurta","5","1204","SLOW - Clearance Sale"
"JNE3365-KR-1052-A-XL","kurta","16","1204","SLOW - Clearance Sale"
"JNE3313-KR-A-XL","kurta","2","1203","SLOW - Clearance Sale"
"MEN5002-KR-XXXL","kurta","8","1203","SLOW - Clearance Sale"
"NW027-TP-PJ-S","Set","3","1203","SLOW - Clearance Sale"
"J0172-TP-L","Top","3","1203","SLOW - Clearance Sale"
"J0334-TP-S","Top","21","1203","SLOW - Clearance Sale"
"JNE3698-KR-M","kurta","3","1203","SLOW - Clearance Sale"
"NW030-TP-PJ-XXL","Set","10","1203","SLOW - Clearance Sale"
"J0023-TP-S","Top","10","1203","SLOW - Clearance Sale"
"SET171-KR-NP-XL","Set","26","1203","SLOW - Clearance Sale"
"JNE3724-KR-S","kurta","3","1203","SLOW - Clearance Sale"
"J0189-TP-S","Top","3","1203","SLOW - Clearance Sale"
"JNE3160-KR-G-S","kurta","15","1203","SLOW - Clearance Sale"
"J0231-SKD-XS","Set","1","1203","SLOW - Clearance Sale"
"SET242-KR-PP-XS","Set","3","1203","SLOW - Clearance Sale"
"J0417-TP-XL","Top","2","1203","SLOW - Clearance Sale"
"J0151-KR-L","kurta","3","1203","SLOW - Clearance Sale"
"JNE3652-TP-N-S","Top","7","1203","SLOW - Clearance Sale"
"J0189-TP-XS","Top","1","1203","SLOW - Clearance Sale"
"JNE3776-KR-XL","kurta","1","1203","SLOW - Clearance Sale"
"J0371-SKD-XL","Set","1","1203","SLOW - Clearance Sale"
"BL103-XXL","Blouse","6","1203","SLOW - Clearance Sale"
"J0390-TP-XL","Top","3","1203","SLOW - Clearance Sale"
"SET352-KR-NP-XXL","Set","3","1203","SLOW - Clearance Sale"
"SET043-KR-NP-L","Set","16","1203","SLOW - Clearance Sale"
"JNE3666-TP-XXL","Top","3","1203","SLOW - Clearance Sale"
"SET138-KR-PP-M","Set","9","1203","SLOW - Clearance Sale"
"SET202-KR-NP-XXXL","Set","1","1203","SLOW - Clearance Sale"
"JNE3160-KR-G-M","kurta","30","1203","SLOW - Clearance Sale"
"J0198-TP-XXXL","Top","8","1203","SLOW - Clearance Sale"
"SET171-KR-NP-M","Set","11","1203","SLOW - Clearance Sale"
"JNE3371-KR-S","kurta","6","1203","SLOW - Clearance Sale"
"JNE3627-KR-XXXL","kurta","1","1203","SLOW - Clearance Sale"
"SET036-KR-NP-XXXL","Set","1","1203","SLOW - Clearance Sale"
"J0295-DR-XS","Western Dress","5","1203","SLOW - Clearance Sale"
"J0224-SKD-XS","Set","2","1203","SLOW - Clearance Sale"
"JNE1977-KR-237-XXL","kurta","6","1203","SLOW - Clearance Sale"
"J0389-TP-XL","Top","2","1203","SLOW - Clearance Sale"
"J0154-DR-XXL","Western Dress","10","1203","SLOW - Clearance Sale"
"SET226-KR-PP-S","Set","1","1202","SLOW - Clearance Sale"
"SET238-KR-PP-XL","Set","4","1202","SLOW - Clearance Sale"
"PSET043-KR-NP-4XL","Set","3","1202","SLOW - Clearance Sale"
"JNE3870-DR-S","Western Dress","11","1202","SLOW - Clearance Sale"
"J0161-DR-XS","Western Dress","4","1202","SLOW - Clearance Sale"
"MEN5031-KR-S","kurta","5","1202","SLOW - Clearance Sale"
"NW030-TP-PJ-XL","Set","5","1202","SLOW - Clearance Sale"
"SET397-KR-NP-XXL","Set","28","1202","SLOW - Clearance Sale"
"JNE3524-KR-L","kurta","2","1202","SLOW - Clearance Sale"
"SET388-KR-NP-XXXL","Set","17","1202","SLOW - Clearance Sale"
"JNE3678-TU-XXXL","Top","3","1202","SLOW - Clearance Sale"
"MEN5017-KR-XL","kurta","13","1202","SLOW - Clearance Sale"
"SET321-KR-DPT-XXL","Set","3","1202","SLOW - Clearance Sale"
"SET390-KR-NP-S","Set","1","1202","SLOW - Clearance Sale"
"SET159-KR-NP-XXL","Set","1","1202","SLOW - Clearance Sale"
"JNE3157-KR-M","kurta","1","1202","SLOW - Clearance Sale"
"SET202-KR-NP-XL","Set","1","1202","SLOW - Clearance Sale"
"JNE3836-KR-XL","kurta","3","1202","SLOW - Clearance Sale"
"SET233-KR-PP-XL","Set","7","1202","SLOW - Clearance Sale"
"J0049-TP-XL","Top","2","1202","SLOW - Clearance Sale"
"SET282-KR-PP-XL","Set","21","1202","SLOW - Clearance Sale"
"J0140-SET-S","Set","3","1202","SLOW - Clearance Sale"
"J0091-TP-XS","Top","1","1202","SLOW - Clearance Sale"
"JNE3861-DR-XXXL","Western Dress","14","1202","SLOW - Clearance Sale"
"AN202-ORANGE-S","Bottom","4","1202","SLOW - Clearance Sale"
"JNE3789-KR-XXXL","kurta","7","1202","SLOW - Clearance Sale"
"J0177-KR-XS","kurta","3","1202","SLOW - Clearance Sale"
"NW037-TP-SR-XS","Set","6","1202","SLOW - Clearance Sale"
"SET087-KR-PP-L","Set","4","1202","SLOW - Clearance Sale"
"SET360-KR-NP-XXL","Set","16","1202","SLOW - Clearance Sale"
"JNE3452-KR-XXXL","kurta","3","1202","SLOW - Clearance Sale"
"SET097-KR-PP-XXL","Set","3","1202","SLOW - Clearance Sale"
"J0292-TP-XS","Top","8","1202","SLOW - Clearance Sale"
"SET301-KR-PP-S","Set","1","1202","SLOW - Clearance Sale"
"JNE3774-KR-XXL","kurta","3","1201","SLOW - Clearance Sale"
"SET200-KR-NP-A-XXXL","Set","8","1201","SLOW - Clearance Sale"
"J0132-KR-XXXL","kurta","13","1201","SLOW - Clearance Sale"
"J0249-SKD-S","Set","3","1201","SLOW - Clearance Sale"
"JNE3645-TP-N-S","Top","41","1201","SLOW - Clearance Sale"
"J0072-KR-XS","kurta","1","1201","SLOW - Clearance Sale"
"J0151-KR-S","kurta","4","1201","SLOW - Clearance Sale"
"JNE3819-KR-S","kurta","2","1201","SLOW - Clearance Sale"
"JNE3422-KR-XXL","kurta","10","1201","SLOW - Clearance Sale"
"SET297-KR-NP-XXXL","Set","3","1201","SLOW - Clearance Sale"
"J0038-DR-XS","Ethnic Dress","4","1201","SLOW - Clearance Sale"
"JNE2113-KR-381-M","kurta","1","1201","SLOW - Clearance Sale"
"JNE3818-KR-L","kurta","2","1201","SLOW - Clearance Sale"
"JNE3895-TP-L","Top","2","1201","SLOW - Clearance Sale"
"JNE3630-KR-S","kurta","1","1201","SLOW - Clearance Sale"
"JNE2132-KR-398-M","kurta","2","1201","SLOW - Clearance Sale"
"JNE3888-KR-XS","kurta","1","1201","SLOW - Clearance Sale"
"SET043-KR-NP-M","Set","6","1201","SLOW - Clearance Sale"
"JNE3787-KR-XXL","kurta","17","1201","SLOW - Clearance Sale"
